snippet_idx,raw_pc1,raw_pc2,raw_pc3,alpha
49,11.664748191833496,7.6233978271484375,26.74243927001953,-3.0
50,1.5011311769485474,15.646910667419434,9.282118797302246,-3.0
51,23.12883758544922,16.525596618652344,27.00185203552246,-3.0
52,-98.22299194335938,-24.08001708984375,7.0414276123046875,-3.0
53,31.282485961914062,-17.053714752197266,-40.017215728759766,-3.0
54,7.950972080230713,-16.309640884399414,-26.11447525024414,-3.0
55,12.008548736572266,-2.3523831367492676,-19.358036041259766,-3.0
56,-8.260040283203125,63.4734001159668,-34.80638122558594,-4.0
57,-18.850269317626953,4.230678081512451,-10.415033340454102,-4.0
58,6.789897918701172,-14.678146362304688,11.760537147521973,-4.0
59,21.77906036376953,20.557344436645508,27.367544174194336,-4.0
60,7.063403606414795,11.91323184967041,20.725650787353516,-3.0
61,26.729440689086914,-19.273591995239258,-13.290069580078125,-3.0
62,0.3939354717731476,-21.59441566467285,-2.084827184677124,-3.0
63,-16.19921875,-0.7519322633743286,5.88595724105835,-3.0
64,-7.651237487792969,32.19830322265625,-22.271909713745117,-3.0
65,16.51014518737793,-11.196319580078125,-23.883136749267578,-3.0
66,4.465717315673828,23.773086547851562,15.7774076461792,-3.0
67,3.967008590698242,-10.525890350341797,54.0032958984375,-3.0
68,7.317130088806152,9.406112670898438,19.14418601989746,-4.0
69,36.397090911865234,4.427143096923828,-0.30438071489334106,-4.0
70,7.482996463775635,4.625824451446533,-0.36497482657432556,-4.0
71,-2.763672351837158,17.981626510620117,32.508827209472656,-4.0
72,4.716293811798096,20.135231018066406,25.3585205078125,-2.0
73,38.66938400268555,2.668684482574463,22.19898796081543,-2.0
74,35.8941764831543,2.1053574085235596,-11.403226852416992,-2.0
75,6.280918121337891,-16.01055908203125,-29.66335678100586,-2.0
76,6.563355922698975,-68.31226348876953,-48.78921890258789,-3.0
77,4.49998140335083,-12.118854522705078,-19.24543571472168,-3.0
78,-21.395282745361328,-6.832533359527588,35.3896598815918,-3.0
79,-1.7469271421432495,12.423463821411133,19.64173126220703,-3.0
80,-10.710904121398926,62.99818801879883,-53.456661224365234,-3.0
81,9.467636108398438,-0.08829302340745926,-26.21917152404785,-3.0
82,38.101295471191406,4.649994850158691,35.233802795410156,-3.0
83,28.793682098388672,7.644648551940918,39.066043853759766,-3.0
84,-2.3640201091766357,38.4989013671875,-45.767799377441406,-5.0
85,-2.8502213954925537,13.09755802154541,31.70610809326172,-5.0
86,-15.095037460327148,-8.845333099365234,-0.5822071433067322,-5.0
87,4.273108959197998,18.056995391845703,29.22067642211914,-5.0
88,-106.12051391601562,-4.521124362945557,21.215789794921875,-2.0
89,-17.513776779174805,-30.450393676757812,-27.732379913330078,-2.0
90,6.063569068908691,-11.122876167297363,-8.388066291809082,-2.0
91,13.352733612060547,11.375152587890625,38.861995697021484,-2.0
92,-86.90281677246094,-28.23516845703125,0.43777817487716675,-5.0
93,13.822742462158203,-3.1712746620178223,32.46276092529297,-5.0
94,4.29556941986084,7.805346488952637,-1.0713169574737549,-5.0
95,12.95246696472168,22.76593589782715,2.145597219467163,-5.0
96,-15.084904670715332,91.38713836669922,-61.337425231933594,-3.0
97,-7.980132579803467,-14.797794342041016,-28.510833740234375,-3.0
98,12.074706077575684,-5.482421875,17.261934280395508,-3.0
99,5.836763381958008,-11.836699485778809,-2.867121696472168,-3.0
100,-106.611572265625,-35.551029205322266,-3.2767045497894287,-4.0
101,2.014648199081421,15.790630340576172,26.2586727142334,-4.0
102,-7.1089768409729,-10.63166332244873,-9.221138000488281,-4.0
103,-3.635676622390747,5.866934299468994,9.021015167236328,-4.0
